index,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Current_Role,Did you switch careers into Data?,Current Salary(USD),Industry,Programming_Language,Happiness_Index(Salary),Happiness_Index(Work/Life Balance),Happiness_Index(Coworkers),Happiness_Index(Management),Happiness_Index(Upward Mobility),Happiness_Index(Learning New Things),How difficult was it for you to break into Data?,"If you were to look for a new job today, what would be the most important thing to you?",Gender,Country,Education,Ethnicity,Salary,Age_group
330,6/10/2022,21:58,0:00:59,Student/Looking/None,No,0-40k,Student,SQL,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Neither easy nor difficult,Better Salary,Male,Malaysia,High School,Asian or Asian American,20.0,15-20
331,6/10/2022,22:22,0:02:26,Data Analyst,Yes,106k-125k,Construction,VBA,Very happy,Extremely happy,Very happy,Very happy,Ecstatic,10.0,Easy,Good Culture,Male,United States,Masters,Hispanic or Latino,115.5,31-35
332,6/10/2022,22:29,0:12:09,Data Analyst,No,66k-85k,Tech,Python,Extremely happy,Happy,Very happy,Very happy,Extremely happy,8.0,Easy,Better Salary,Male,United States,Associates,White or Caucasian,75.5,21-25
333,6/10/2022,22:32,0:00:43,Data Analyst,Yes,0-40k,Healthcare,R,Neutral,Somewhat happy,Very happy,Very happy,Somewhat happy,7.0,Neither easy nor difficult,Better Salary,Female,Brasil,Bachelors,Hispanic or Latino,20.0,31-35
334,6/10/2022,22:48,0:04:01,Student/Looking/None,Yes,0-40k,Automobile Industry,Python,Unhappy,Unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy,3.0,Difficult,Good Work/Life Balance,Male,India,Bachelors,Asian or Asian American,20.0,21-25
335,6/10/2022,22:53,0:02:40,Data Analyst,Yes,0-40k,Tech,Python,Somewhat happy,Ecstatic,Somewhat happy,Happy,Happy,8.0,Very Difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,31-35
336,6/10/2022,22:54,0:00:59,Data Engineer,No,0-40k,Real Estate,Python,Very unhappy,Very happy,Very happy,Very happy,Very unhappy,2.0,Very Easy,Better Salary,Male,United States,Bachelors,White or Caucasian,20.0,21-25
337,6/10/2022,22:56,0:03:27,Data Analyst,Yes,86k-105k,Distribution,R,Very happy,Extremely happy,Extremely happy,Very happy,Somewhat happy,9.0,Neither easy nor difficult,Remote Work,Male,United States,Bachelors,White or Caucasian,95.5,31-35
338,6/10/2022,23:03,0:02:55,Data Analyst,Yes,66k-85k,Agriculture,SQL,Extremely happy,Somewhat happy,Happy,Neutral,Neutral,8.0,Easy,Good Work/Life Balance,Female,United States,Masters,White or Caucasian,75.5,36-40
339,6/10/2022,23:08,0:00:51,Student/Looking/None,Yes,0-40k,Finance,Python,Neutral,Neutral,Neutral,Neutral,Neutral,,Very Easy,Better Salary,Male,United States,Associates,7,20.0,21-25
340,6/10/2022,23:18,0:02:12,Data Analyst,Yes,66k-85k,Healthcare,Python,Ecstatic,Ecstatic,Ecstatic,Very happy,Ecstatic,10.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,White or Caucasian,75.5,36-40
341,6/10/2022,23:31,0:02:29,Data Scientist,Yes,86k-105k,Fmcg,Python,Happy,Somewhat happy,Extremely happy,Extremely happy,Very happy,9.0,Easy,Good Work/Life Balance,Male,India,Bachelors,Hispanic or Latino,95.5,26-30
342,6/10/2022,23:35,0:05:15,Data Analyst,Yes,0-40k,Market research,R,Somewhat unhappy,Unhappy,Happy,Somewhat happy,Somewhat happy,6.0,Neither easy nor difficult,Good Culture,Female,South Korea,Bachelors,Asian or Asian American,20.0,21-25
343,6/10/2022,23:36,0:02:55,Data Analyst,Yes,41k-65k,NGO - Legislation ,R,Neutral,Happy,Happy,Somewhat happy,Somewhat happy,6.0,Neither easy nor difficult,Remote Work,Female,United States,High School,White or Caucasian,53.0,31-35
344,6/10/2022,23:37,0:02:58,Data Analyst,Yes,0-40k,Culinary,Python,Neutral,Extremely happy,Extremely happy,Extremely happy,Very happy,8.0,Difficult,Remote Work,Male,Chile,Bachelors,Hispanic or Latino,20.0,31-35
345,6/10/2022,23:49,0:02:00,Student/Looking/None,No,41k-65k,Retail,Python,Extremely unhappy,Neutral,Extremely unhappy,Very unhappy,Neutral,2.0,Very Difficult,Good Work/Life Balance,Male,United States,Bachelors,White or Caucasian,53.0,36-40
346,6/10/2022,23:51,0:01:27,Data Analyst,No,66k-85k,Marketing,Python,Somewhat happy,Somewhat happy,Very happy,Happy,Neutral,6.0,Very Easy,Better Salary,Female,United States,High School,White or Caucasian,75.5,51-55
347,6/11/2022,0:18,0:00:59,Data Analyst,Yes,0-40k,Finance,Python,Unhappy,Neutral,Neutral,Neutral,Neutral,,Very Easy,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,26-30
348,6/11/2022,0:26,0:01:49,Data Analyst,No,41k-65k,Education,R,Neutral,Very happy,Very happy,Very happy,Unhappy,7.0,Neither easy nor difficult,Better Salary,Female,United States,Masters,Hispanic or Latino,53.0,26-30
349,6/11/2022,0:26,0:02:20,Database Developer,Yes,0-40k,Telecommunication,SQL,Unhappy,Somewhat unhappy,Happy,Happy,Somewhat unhappy,5.0,Difficult,Better Salary,Male,United Kingdom,Bachelors,White or Caucasian,20.0,21-25
350,6/11/2022,0:46,0:01:41,Data Analyst,Yes,0-40k,Finance,Python,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,10.0,Neither easy nor difficult,Better Salary,Male,Egypt,Bachelors,White or Caucasian,20.0,21-25
351,6/11/2022,1:02,0:01:29,Consultant,Yes,0-40k,Consulting,Python,Somewhat unhappy,Neutral,Somewhat happy,Somewhat unhappy,Unhappy,3.0,Neither easy nor difficult,Better Salary,Male,Panama,Bachelors,White or Caucasian,20.0,26-30
352,6/11/2022,1:04,0:01:37,Student/Looking/None,No,0-40k,none,Python,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Very Difficult,Remote Work,Male,Indonesia,Bachelors,Asian or Asian American,20.0,21-25
353,6/11/2022,1:14,0:02:47,Data Analyst,Yes,0-40k,Tech,Python,Very unhappy,Very happy,Very happy,Very happy,Very happy,1.0,Difficult,Better Salary,Female,United Kingdom,Masters,Black or African American,20.0,26-30
354,6/11/2022,1:16,0:01:23,Business Intelligence Developer,No,41k-65k,Education,Python,Somewhat unhappy,Happy,Somewhat happy,Somewhat happy,Somewhat unhappy,4.0,Easy,Remote Work,Male,United States,Bachelors,Asian or Asian American,53.0,21-25
355,6/11/2022,1:19,0:01:15,Data Analyst,Yes,86k-105k,Healthcare,Other,Neutral,Neutral,Somewhat happy,Somewhat happy,Neutral,6.0,Difficult,Good Work/Life Balance,Female,United States,Bachelors,White or Caucasian,95.5,26-30
356,6/11/2022,1:24,0:03:20,Data Analyst,Yes,0-40k,Tech,Python,Somewhat unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,2.0,Neither easy nor difficult,Remote Work,Male,Ghana,Masters,Black or African American,20.0,26-30
357,6/11/2022,1:36,0:02:39,Data Analyst,No,0-40k,Education,Python,Extremely unhappy,Ecstatic,Extremely unhappy,Overjoyed,Somewhat happy,10.0,Easy,Remote Work,Male,Angola,Associates,Black or African American,20.0,21-25
358,6/11/2022,1:51,0:02:01,Data Analyst,Yes,0-40k,Healthcare,Python,Very happy,Neutral,Happy,Somewhat happy,Happy,6.0,Difficult,Remote Work,Male,India,Bachelors,Indian,20.0,26-30
359,6/11/2022,2:32,0:03:23,Data Analyst,Yes,0-40k,Tech,Python,Neutral,Neutral,Neutral,Neutral,Neutral,5.0,Neither easy nor difficult,Good Work/Life Balance,Female,Bangladesh,High School,Asian or Asian American,20.0,15-20
360,6/11/2022,3:04,0:04:03,Student/Looking/None,No,0-40k,Customer support ,Python,Somewhat happy,Happy,Happy,Somewhat happy,Very unhappy,3.0,Neither easy nor difficult,Good Work/Life Balance,Female,India,Masters,Asian or Asian American,20.0,91-95
361,6/11/2022,3:05,0:02:33,Data Analyst,Yes,0-40k,Healthcare,Python,Very unhappy,Extremely happy,Somewhat happy,Very unhappy,Very happy,8.0,Neither easy nor difficult,Remote Work,Male,Nigeria,Bachelors,Black or African American,20.0,26-30
362,6/11/2022,3:07,0:01:34,Student/Looking/None,Yes,0-40k,Education,Python,Extremely unhappy,Very unhappy,Unhappy,Unhappy,Very unhappy,1.0,Neither easy nor difficult,Better Salary,Female,India,Masters,Asian or Asian American,20.0,21-25
363,6/11/2022,3:13,0:03:39,Informatics Specialist,No,41k-65k,Healthcare,Python,Very happy,Ecstatic,Ecstatic,Ecstatic,Somewhat happy,10.0,Easy,Better Salary,Male,United States,Masters,Asian or Asian American,53.0,21-25
364,6/11/2022,3:18,0:04:04,Data Analyst,Yes,41k-65k,Finance,Python,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Happy,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,United Kingdom,Masters,Black or African American,53.0,41-45
365,6/11/2022,3:40,0:01:05,Data Analyst,Yes,0-40k,Tech,Python,Unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,3.0,Difficult,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,21-25
366,6/11/2022,3:47,0:02:36,Data Analyst,No,66k-85k,Healthcare,Python,Very happy,Extremely happy,Overjoyed,Very happy,Very happy,6.0,Easy,Better Salary,Male,United States,Bachelors,White or Caucasian,75.5,21-25
367,6/11/2022,3:57,0:02:32,Data Analyst,Yes,41k-65k,Healthcare,Python,Neutral,Very happy,Happy,Happy,Happy,7.0,Neither easy nor difficult,Better Salary,Female,United States,Bachelors,White or Caucasian,53.0,26-30
368,6/11/2022,4:01,0:01:16,Data Analyst,Yes,0-40k,Cosmetics ,Python,Unhappy,Extremely happy,Extremely happy,Overjoyed,Extremely happy,10.0,Difficult,Better Salary,Male,United Kingdom,Bachelors,White or Caucasian,20.0,26-30
369,6/11/2022,4:13,0:05:51,Data Engineer,Yes,86k-105k,Digital Mar,SQL,Happy,Ecstatic,Ecstatic,Ecstatic,Ecstatic,10.0,Neither easy nor difficult,Good Culture,Male,United States,Bachelors,Black or African American,95.5,26-30
370,6/11/2022,4:24,0:02:01,Data Engineer,Yes,0-40k,Tech,Python,Extremely unhappy,Neutral,Very unhappy,Extremely unhappy,Very unhappy,3.0,Easy,Better Salary,Male,India,Bachelors,Asian or Asian American,20.0,26-30
371,6/11/2022,5:02,0:02:27,Data Analyst,No,66k-85k,Real Estate,SQL,Happy,Extremely happy,Very happy,Very happy,Somewhat happy,6.0,Easy,Better Salary,Female,United Kingdom,Bachelors,White or Caucasian,75.5,26-30
372,6/11/2022,5:12,0:02:43,Data Analyst,No,0-40k,Home maker ,Python,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Easy,Good Work/Life Balance,Female,India,Bachelors,Asian or Asian American,20.0,26-30
373,6/11/2022,5:25,0:02:47,Data Engineer,Yes,0-40k,Finance,Python,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,4.0,Neither easy nor difficult,Remote Work,Male,Nigeria,Bachelors,Black or African American,20.0,26-30
374,6/11/2022,5:28,0:01:51,Business Analyst,No,66k-85k,Finance,None,Somewhat unhappy,Somewhat happy,Very happy,Unhappy,Somewhat happy,7.0,Easy,Remote Work,Male,United Kingdom,Masters,White or Caucasian,75.5,56-60
375,6/11/2022,6:11,0:01:55,Data Analyst,Yes,0-40k,Healthcare,Python,Somewhat happy,Extremely happy,Extremely happy,Somewhat happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Male,Nigeria,Bachelors,Black or African American,20.0,21-25
376,6/11/2022,6:13,0:03:13,Financial Analyst,No,0-40k,Construction,R,Extremely unhappy,Extremely unhappy,Very unhappy,Somewhat unhappy,Unhappy,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,Nigeria,Masters,African,20.0,36-40
377,6/11/2022,6:26,0:01:31,Data Analyst,Yes,66k-85k,Finance,Python,Happy,Extremely happy,Somewhat unhappy,Neutral,Somewhat happy,1.0,Neither easy nor difficult,Better Salary,Female,Canada,Bachelors,Asian or Asian American,75.5,26-30
378,6/11/2022,7:00,0:04:48,Data Analyst,Yes,0-40k,Healthcare,Python,Extremely unhappy,Very unhappy,Unhappy,Very unhappy,Extremely unhappy,3.0,Neither easy nor difficult,Better Salary,Female,Nigeria,Masters,Black or African American,20.0,26-30
379,6/11/2022,7:09,0:01:04,Data Scientist,Yes,225k-225k,Tech,R,Somewhat happy,Happy,Somewhat happy,Somewhat happy,Happy,6.0,Difficult,In office work,Male,United States,PhD,White or Caucasian,225.0,31-35
380,6/11/2022,7:15,0:02:11,Student/Looking/None,No,0-40k,I am student. ,R,Ecstatic,Ecstatic,Ecstatic,Ecstatic,Ecstatic,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,United Kingdom,Masters,Asian or Asian American,20.0,21-25
381,6/11/2022,7:28,0:03:11,Data Analyst,No,0-40k,Finance,MATLAB,Extremely unhappy,Happy,Happy,Happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Female,United States,Bachelors,Black or African American,20.0,15-20
382,6/11/2022,7:36,0:02:30,Web Developer,No,0-40k,Tech,R,Unhappy,Very unhappy,Neutral,Very unhappy,Very unhappy,1.0,Easy,Good Work/Life Balance,Male,India,Bachelors,Asian or Asian American,20.0,21-25
383,6/11/2022,7:37,0:01:32,Student/Looking/None,Yes,0-40k,Manufacturing,R,Somewhat unhappy,Happy,Very happy,Happy,Neutral,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,Romania,Bachelors,White or Caucasian,20.0,21-25
384,6/11/2022,7:38,0:01:30,Student/Looking/None,No,0-40k,"Unemployed, trying to switch career",R,Extremely unhappy,Very unhappy,Somewhat unhappy,Extremely unhappy,Extremely unhappy,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,Spain,Bachelors,Hispanic or Latino,20.0,41-45
385,6/11/2022,7:40,0:02:12,Data Analyst,Yes,86k-105k,Tech,R,Extremely happy,Extremely happy,Extremely happy,Extremely happy,Extremely happy,8.0,Difficult,Better Salary,Male,United States,Bachelors,White or Caucasian,95.5,41-45
386,6/11/2022,8:07,0:01:52,Manager,No,150k-225k,Retail,Python,Overjoyed,Extremely happy,Overjoyed,Ecstatic,Extremely happy,10.0,Neither easy nor difficult,Good Culture,Male,United States,Bachelors,White or Caucasian,187.5,41-45
387,6/11/2022,8:09,0:01:53,Data Analyst,No,66k-85k,Healthcare,Python,Very happy,Very happy,Extremely happy,Neutral,Happy,9.0,Easy,Remote Work,Female,United States,Bachelors,White or Caucasian,75.5,36-40
388,6/11/2022,8:14,0:01:53,Data Analyst,Yes,0-40k,Retail,Python,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Female,Philippines,Bachelors,Asian or Asian American,20.0,26-30
389,6/11/2022,8:18,0:01:30,Data Analyst,Yes,86k-105k,Healthcare,Python,Ecstatic,Extremely happy,Happy,Ecstatic,Very happy,5.0,Neither easy nor difficult,Good Culture,Female,Germany,Bachelors,Hispanic or Latino,95.5,31-35
390,6/11/2022,8:36,0:01:31,Data Analyst,Yes,86k-105k,Government,SAS,Extremely happy,Very happy,Extremely happy,Happy,Very happy,8.0,Difficult,Good Work/Life Balance,Female,United States,Masters,White or Caucasian,95.5,26-30
391,6/11/2022,8:38,0:00:55,Data Analyst,No,41k-65k,Healthcare,C/C++,Very happy,Extremely happy,Overjoyed,Overjoyed,Neutral,9.0,Easy,Remote Work,Male,United States,Masters,Asian or Asian American,53.0,21-25
392,6/11/2022,8:40,0:01:47,Data Analyst,No,41k-65k,Utilities ,Python,Somewhat happy,Somewhat happy,Neutral,Somewhat happy,Happy,6.0,Neither easy nor difficult,Better Salary,Male,United Kingdom,Bachelors,Black or African American,53.0,21-25
393,6/11/2022,8:40,0:01:22,Junior Software Engineer,No,0-40k,Tech,R,Unhappy,Somewhat happy,Unhappy,Extremely happy,Overjoyed,10.0,Difficult,Remote Work,Male,Poland,Masters,White or Caucasian,20.0,26-30
394,6/11/2022,8:42,0:00:47,Data Scientist,Yes,125k-150k,Finance,Python,Overjoyed,Neutral,Extremely happy,Very happy,Somewhat happy,6.0,Difficult,Good Work/Life Balance,Male,United States,Bachelors,White or Caucasian,137.5,31-35
395,6/11/2022,8:52,0:01:43,Data Analyst,Yes,106k-125k,Retail,R,Extremely happy,Overjoyed,Overjoyed,Very happy,Extremely happy,8.0,Neither easy nor difficult,Remote Work,Male,Denmark,Masters,White or Caucasian,115.5,26-30
396,6/11/2022,8:59,0:01:38,Data Analyst,Yes,86k-105k,Tech,R,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,,Neither easy nor difficult,Better Salary,Male,United Kingdom,Bachelors,White or Caucasian,95.5,31-35
397,6/11/2022,9:02,0:02:06,Data Analyst,Yes,0-40k,Telecommunication,Python,Extremely unhappy,Extremely happy,Somewhat happy,Somewhat happy,Unhappy,2.0,Easy,Better Salary,Male,Panama,Bachelors,Hispanic or Latino,20.0,26-30
398,6/11/2022,9:17,0:02:01,Student/Looking/None,No,0-40k,Tech,Python,Extremely unhappy,Unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy,3.0,Easy,Good Work/Life Balance,Female,Nigeria,Bachelors,Black or African American,20.0,21-25
399,6/11/2022,9:40,0:04:32,Data Analyst,Yes,41k-65k,Tech,Python,Extremely happy,Ecstatic,Very happy,Somewhat happy,Happy,5.0,Neither easy nor difficult,Good Culture,Female,United States,Bachelors,White or Caucasian,53.0,31-35
400,6/11/2022,9:52,0:01:52,Data Analyst,Yes,41k-65k,Tech,Python,Somewhat unhappy,Somewhat happy,Neutral,Somewhat happy,Somewhat unhappy,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,Germany,Masters,White or Caucasian,53.0,31-35
401,6/11/2022,9:53,0:01:06,Data Analyst,Yes,0-40k,Tech,Python,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,Extremely unhappy,0.0,Difficult,Good Work/Life Balance,Male,United Kingdom,Masters,Asian or Asian American,20.0,26-30
402,6/11/2022,9:53,0:01:28,Data Engineer,Yes,86k-105k,Logistics,JavaScript,Neutral,Neutral,Very unhappy,Happy,Very unhappy,5.0,Difficult,Better Salary,Male,United Kingdom,Bachelors,White or Caucasian,95.5,36-40
403,6/11/2022,10:00,0:02:02,Data Analyst,No,41k-65k,Consulting,R,Neutral,Ecstatic,Ecstatic,Ecstatic,Extremely happy,6.0,Very Difficult,Better Salary,Male,United States,Bachelors,Hispanic or Latino,53.0,26-30
404,6/11/2022,10:16,0:01:00,Data Analyst,No,125k-150k,Healthcare,R,Overjoyed,Overjoyed,Happy,Happy,Happy,7.0,Neither easy nor difficult,Good Culture,Male,United States,Bachelors,White or Caucasian,137.5,21-25
405,6/11/2022,10:38,0:02:27,Data Analyst,Yes,0-40k,Maritime,SQL,Neutral,Somewhat happy,Extremely happy,Neutral,Extremely happy,4.0,Easy,Good Culture,Male,Greece,Associates,White or Caucasian,20.0,41-45
406,6/11/2022,10:50,0:03:12,Data Analyst,No,41k-65k,Finance,R,Very happy,Overjoyed,Extremely happy,Happy,Happy,9.0,Neither easy nor difficult,Good Culture,Male,United States,Masters,Black or African American,53.0,26-30
407,6/11/2022,11:08,0:01:43,Data Scientist,No,0-40k,Finance,Python,Very happy,Very happy,Extremely happy,Happy,Happy,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,India,Masters,Indian,20.0,26-30
408,6/11/2022,11:11,0:02:44,Researchers,Yes,0-40k,Finance,Python,Somewhat unhappy,Unhappy,Neutral,Unhappy,Unhappy,3.0,Difficult,Better Salary,Male,India,Masters,Asian or Asian American,20.0,21-25
409,6/11/2022,11:18,0:00:56,Data Engineer,Yes,106k-125k,Tech,Python,Neutral,Neutral,Neutral,Neutral,Somewhat happy,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,India,Masters,Asian or Asian American,115.5,21-25
410,6/11/2022,11:19,0:01:11,Data Analyst,Yes,41k-65k,Healthcare,R,Neutral,Somewhat happy,Happy,Happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Female,United States,High School,White or Caucasian,53.0,31-35
411,6/11/2022,11:21,0:02:02,Senior Business Analyst,No,0-40k,Ecommerce,SQL,Happy,Somewhat unhappy,Somewhat unhappy,Happy,Happy,4.0,Very Easy,Learning new skills,Male,India,Bachelors,Asian or Asian American,20.0,31-35
412,6/11/2022,11:37,0:01:13,Data Analyst,Yes,86k-105k,Healthcare,R,Very happy,Extremely happy,Very happy,Extremely happy,Somewhat unhappy,4.0,Easy,Good Culture,Male,United States,Bachelors,White or Caucasian,95.5,26-30
413,6/11/2022,12:12,0:01:59,Data Analyst,Yes,106k-125k,Tech,Python,Overjoyed,Overjoyed,Overjoyed,Extremely happy,Extremely happy,9.0,Difficult,Remote Work,Female,United States,Masters,Hispanic or Latino,115.5,26-30
414,6/11/2022,12:13,0:03:18,Data Analyst,Yes,66k-85k,Tech,Python,Somewhat happy,Happy,Very happy,Happy,Happy,7.0,Very Easy,Better Salary,Male,United States,Bachelors,Hispanic or Latino,75.5,31-35
415,6/11/2022,12:36,0:01:24,Data Analyst,Yes,0-40k,Tech,Python,Unhappy,Happy,Somewhat unhappy,Happy,Happy,7.0,Neither easy nor difficult,Better Salary,Male,India,Masters,Asian or Asian American,20.0,31-35
416,6/11/2022,12:40,0:01:49,Data Analyst,Yes,86k-105k,Real Estate,Python,Extremely happy,Overjoyed,Ecstatic,Ecstatic,Overjoyed,10.0,Neither easy nor difficult,Good Culture,Male,United States,Masters,Hispanic or Latino,95.5,31-35
417,6/11/2022,12:42,0:01:39,Data Analyst,No,41k-65k,Electronics,Python,Overjoyed,Extremely happy,Somewhat unhappy,Somewhat happy,Unhappy,4.0,Easy,Better Salary,Male,Germany,Masters,White or Caucasian,53.0,26-30
418,6/11/2022,12:50,0:02:30,Data Coordinator,Yes,66k-85k,Education,R,Neutral,Somewhat happy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,4.0,Easy,Good Culture,Female,United States,Masters,White or Caucasian,75.5,26-30
419,6/11/2022,13:16,0:02:06,Data Analyst,No,66k-85k,Logistics and warehousing,Python,Extremely happy,Overjoyed,Overjoyed,Overjoyed,Overjoyed,10.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,White or Caucasian,75.5,31-35
420,6/11/2022,13:17,0:02:20,Data Analyst,No,41k-65k,Utilities,Python,Somewhat unhappy,Ecstatic,Happy,Somewhat happy,Very happy,8.0,Neither easy nor difficult,Remote Work,Female,United States,Bachelors,White or Caucasian,53.0,21-25
421,6/11/2022,13:25,0:01:02,Data Analyst,Yes,0-40k,Finance,Python,Unhappy,Unhappy,Somewhat happy,Somewhat happy,Unhappy,3.0,Very Difficult,Good Work/Life Balance,Female,India,Masters,Asian or Asian American,20.0,31-35
422,6/11/2022,13:27,0:01:53,Data Analyst,No,0-40k,Finance,Python,Extremely happy,Overjoyed,Overjoyed,Overjoyed,Overjoyed,9.0,Neither easy nor difficult,Better Salary,Female,India,Masters,Asian or Asian American,20.0,26-30
423,6/11/2022,13:30,0:01:36,Data Engineer,Yes,0-40k,Tech,Python,Extremely unhappy,Somewhat happy,Extremely happy,Happy,Somewhat happy,7.0,Neither easy nor difficult,Better Salary,Male,Argentina,Bachelors,Hispanic or Latino,20.0,26-30
424,6/11/2022,13:56,0:05:32,Driver,No,0-40k,Public transport,Python,Unhappy,Unhappy,Very happy,Neutral,Extremely happy,1.0,Difficult,Remote Work,Male,United Kingdom,Bachelors,African,20.0,41-45
425,6/11/2022,13:59,0:02:06,Data Analyst,No,0-40k,Urbanism,R,Neutral,Ecstatic,Unhappy,Somewhat unhappy,Unhappy,3.0,Neither easy nor difficult,Better Salary,Male,Morocco,Masters,African,20.0,26-30
426,6/11/2022,14:07,0:01:22,Data Scientist,Yes,106k-125k,Tech,SQL,Ecstatic,Overjoyed,Extremely happy,Extremely happy,Overjoyed,10.0,Difficult,Better Salary,Male,United States,Associates,White or Caucasian,115.5,21-25
427,6/11/2022,14:22,0:01:00,Data Analyst,Yes,41k-65k,Construction,Python,Neutral,Happy,Happy,Happy,Somewhat happy,7.0,Easy,Better Salary,Male,United States,Bachelors,Black or African American,53.0,31-35
428,6/11/2022,14:47,0:01:56,Data Analyst,No,0-40k,Tech,Python,Somewhat unhappy,Neutral,Somewhat happy,Somewhat happy,Happy,6.0,Neither easy nor difficult,Better Salary,Male,Germany,Masters,Asian or Asian American,20.0,31-35
429,6/11/2022,14:54,10:34:43,Data Analyst,Yes,150k-225k,Education,Python,Extremely happy,Very happy,Somewhat happy,Neutral,Very happy,7.0,Easy,Remote Work,Male,United Arab Emirates,High School,White or Caucasian,187.5,26-30
430,6/11/2022,14:57,0:02:26,Student/Looking/None,Yes,0-40k,Reta,Python,Extremely unhappy,Happy,Happy,Unhappy,Extremely unhappy,3.0,Neither easy nor difficult,Better Salary,Male,Canada,Bachelors,Asian or Asian American,20.0,21-25
431,6/11/2022,16:11,0:02:17,Data Manager,No,66k-85k,Education,R,Very happy,Very happy,Happy,Very happy,Happy,6.0,Easy,Remote Work,Female,United Kingdom,Bachelors,White or Caucasian,75.5,31-35
432,6/11/2022,16:42,0:02:40,Data Analyst,No,41k-65k,Avia,Python,Very happy,Somewhat happy,Overjoyed,Overjoyed,Neutral,9.0,Neither easy nor difficult,Good Work/Life Balance,Female,Finland,Masters,Black or African American,53.0,26-30
433,6/11/2022,16:52,0:02:38,Data Analyst,Yes,0-40k,Tech,Python,Somewhat happy,Neutral,Neutral,Somewhat happy,Very happy,10.0,Neither easy nor difficult,Remote Work,Male,Nigeria,Bachelors,African,20.0,21-25
434,6/11/2022,17:05,0:02:38,GIS Analyst,No,41k-65k,State,Python,Unhappy,Very happy,Happy,Somewhat happy,Happy,4.0,Neither easy nor difficult,Better Salary,Male,United States,Masters,Asian or Asian American,53.0,36-40
435,6/11/2022,17:21,0:02:29,Data Analyst,Yes,41k-65k,Real Estate,R,Neutral,Happy,Happy,Happy,Happy,6.0,Difficult,Remote Work,Female,United States,Masters,White or Caucasian,53.0,31-35
436,6/11/2022,17:53,0:03:55,Business Analyst,Yes,86k-105k,Healthcare,Python,Extremely happy,Overjoyed,Very happy,Very happy,Very happy,9.0,Difficult,Remote Work,Female,United States,Bachelors,White or Caucasian,95.5,36-40
437,6/11/2022,18:05,0:01:53,Data Engineer,No,106k-125k,Healthcare,SQL,Extremely happy,Happy,Somewhat happy,Unhappy,Somewhat unhappy,2.0,Easy,Better Salary,Male,United States,Bachelors,White or Caucasian,115.5,26-30
438,6/11/2022,18:30,0:05:09,Student/Looking/None,Yes,0-40k,Looking for job,R,Extremely unhappy,Unhappy,Unhappy,Somewhat unhappy,Somewhat unhappy,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,Sudan,Masters,Black or African American,20.0,41-45
439,6/11/2022,18:43,0:03:26,Data Analyst,Yes,86k-105k,Healthcare,DAX,Happy,Happy,Happy,Somewhat happy,Neutral,4.0,Easy,Remote Work,Male,Australia,PhD,White or Caucasian,95.5,51-55
440,6/11/2022,18:57,0:03:17,Data Analyst,No,0-40k,Finance,Python,Very unhappy,Very happy,Neutral,Ecstatic,Ecstatic,10.0,Neither easy nor difficult,Better Salary,Male,Kenya,High School,Asian,20.0,21-25
441,6/11/2022,19:06,0:02:21,Data Analyst,No,0-40k,Healthcare,Python,Very unhappy,Somewhat happy,Neutral,Happy,Somewhat happy,6.0,Neither easy nor difficult,Better Salary,Male,Lebanon,Bachelors,White or Caucasian,20.0,21-25
